Id,full_scorecard,Season,team1,team2,team1_score,team2_score,toss_winner,toss_choice,winner,margin,man_of_the_match,stadium,place,winner_update,Season_update
223,https://stats.espncricinfo.com/ci/engine/match/1178404.html,2019,Kolkata Knight Riders,Chennai Super Kings,161,162,Chennai Super Kings,Field,Super,5 wickets,Imran Tahir,Eden Gardens,Kolkata,Chennai,2019
224,https://stats.espncricinfo.com/ci/engine/match/1178405.html,2019,Delhi Capitals,Sunrisers Hyderabad,155,116,Sunrisers Hyderabad,Field,Capitals,39 runs,Keemo Paul,Rajiv Gandhi International Stadium,Uppal,Delhi,2019
225,https://stats.espncricinfo.com/ci/engine/match/1178406.html,2019,Royal Challengers Bangalore,Mumbai Indians,171,172,Mumbai Indians,Field,Mumbai,5 wickets,Lasith Malinga,Wankhede Stadium,Mumbai,Mumbai,2019
226,https://stats.espncricinfo.com/ci/engine/match/1178407.html,2019,Kings XI Punjab,Rajasthan Royals,182,170,Rajasthan Royals,Field,Kings,12 runs,Ravichandran Ashwin,Punjab Cricket Association IS Bindra Stadium,Mohali,Punjab,2019
227,https://stats.espncricinfo.com/ci/engine/match/1178408.html,2019,Chennai Super Kings,Sunrisers Hyderabad,132,137,Chennai Super Kings,Bat,Sunrisers,6 wickets,David Warner,Rajiv Gandhi International Stadium,Uppal,Hyderabad,2019
228,https://stats.espncricinfo.com/ci/engine/match/1178409.html,2019,Mumbai Indians,Delhi Capitals,168,128,Mumbai Indians,Bat,Mumbai,40 runs,Hardik Pandya,Feroz Shah Kotla,Delhi,Mumbai,2019
229,https://stats.espncricinfo.com/ci/engine/match/1178410.html,2019,Royal Challengers Bangalore,Kolkata Knight Riders,213,203,Kolkata Knight Riders,Field,RCB,10 runs,Virat Kohli,Eden Gardens,Kolkata,Banglore,2019
230,https://stats.espncricinfo.com/ci/engine/match/1178411.html,2019,Mumbai Indians,Rajasthan Royals,161,162,Rajasthan Royals,Field,Royals,5 wickets,Steven Smith,Sawai Mansingh Stadium,Jaipur,Rajasthan,2019
231,https://stats.espncricinfo.com/ci/engine/match/1178412.html,2019,Kings XI Punjab,Delhi Capitals,163,166,Delhi Capitals,Field,Capitals,5 wickets,Shreyas Iyer,Feroz Shah Kotla,Delhi,Delhi,2019
232,https://stats.espncricinfo.com/ci/engine/match/1178413.html,2019,Kolkata Knight Riders,Sunrisers Hyderabad,159,161,Sunrisers Hyderabad,Field,Sunrisers,9 wickets,Khaleel Ahmed,Rajiv Gandhi International Stadium,Uppal,Hyderabad,2019
233,https://stats.espncricinfo.com/ci/engine/match/1178414.html,2019,Royal Challengers Bangalore,Chennai Super Kings,161,160,Chennai Super Kings,Field,RCB,1 run,Parthiv Patel,M Chinnaswamy Stadium,Bangalore,Banglore,2019
234,https://stats.espncricinfo.com/ci/engine/match/1178415.html,2019,Rajasthan Royals,Delhi Capitals,191,193,Delhi Capitals,Field,Capitals,6 wickets,Rishabh Pant,Sawai Mansingh Stadium,Jaipur,Delhi,2019
235,https://stats.espncricinfo.com/ci/engine/match/1178416.html,2019,Sunrisers Hyderabad,Chennai Super Kings,175,176,Chennai Super Kings,Field,Super,6 wickets,Shane Watson,MA Chidambaram Stadium,Chepauk,Chennai,2019
236,https://stats.espncricinfo.com/ci/engine/match/1178417.html,2019,Royal Challengers Bangalore,Kings XI Punjab,202,185,Kings XI Punjab,Field,RCB,17 runs,AB de Villiers,M Chinnaswamy Stadium,Bangalore,Banglore,2019
237,https://stats.espncricinfo.com/ci/engine/match/1178418.html,2019,Kolkata Knight Riders,Rajasthan Royals,175,177,Rajasthan Royals,Field,Royals,3 wickets,Varun Aaron,Eden Gardens,Kolkata,Rajasthan,2019
238,https://stats.espncricinfo.com/ci/engine/match/1178419.html,2019,Mumbai Indians,Chennai Super Kings,155,109,Chennai Super Kings,Field,Mumbai,46 runs,Rohit Sharma,MA Chidambaram Stadium,Chepauk,Mumbai,2019
239,https://stats.espncricinfo.com/ci/engine/match/1178420.html,2019,Sunrisers Hyderabad,Rajasthan Royals,160,161,Rajasthan Royals,Field,Royals,7 wickets,Jaydev Unadkat,Sawai Mansingh Stadium,Jaipur,Rajasthan,2019
240,https://stats.espncricinfo.com/ci/engine/match/1178421.html,2019,Delhi Capitals,Royal Challengers Bangalore,187,171,Delhi Capitals,Bat,Capitals,16 runs,Shikhar Dhawan,Feroz Shah Kotla,Delhi,Delhi,2019
241,https://stats.espncricinfo.com/ci/engine/match/1178422.html,2019,Kolkata Knight Riders,Mumbai Indians,232,198,Mumbai Indians,Field,KKR,34 runs,Andre Russell,Eden Gardens,Kolkata,Kolkata,2019
242,https://stats.espncricinfo.com/ci/engine/match/1178423.html,2019,Sunrisers Hyderabad,Kings XI Punjab,212,167,Kings XI Punjab,Field,Sunrisers,45 runs,David Warner,Rajiv Gandhi International Stadium,Uppal,Hyderabad,2019
243,https://stats.espncricinfo.com/ci/engine/match/1178424.html,2019,Royal Challengers Bangalore,Rajasthan Royals,62,41,Rajasthan Royals,Field,No,No result,No One,M Chinnaswamy Stadium,Bangalore,No,2019
244,https://stats.espncricinfo.com/ci/engine/match/1178425.html,2019,Chennai Super Kings,Delhi Capitals,179,99,Delhi Capitals,Field,Super,80 runs,MS Dhoni,MA Chidambaram Stadium,Chepauk,Chennai,2019
245,https://stats.espncricinfo.com/ci/engine/match/1178426.html,2019,Mumbai Indians,Sunrisers Hyderabad,162,162,Mumbai Indians,Bat,Tied,Tied,Jasprit Bumrah,Wankhede Stadium,Mumbai,Tied,2019
246,https://stats.espncricinfo.com/ci/engine/match/1178427.html,2019,Kings XI Punjab,Kolkata Knight Riders,183,185,Kolkata Knight Riders,Field,KKR,7 wickets,Shubman Gill,Punjab Cricket Association IS Bindra Stadium,Mohali,Kolkata,2019
247,https://stats.espncricinfo.com/ci/engine/match/1178428.html,2019,Rajasthan Royals,Delhi Capitals,115,121,Rajasthan Royals,Bat,Capitals,5 wickets,Amit Mishra,Feroz Shah Kotla,Delhi,Delhi,2019
248,https://stats.espncricinfo.com/ci/engine/match/1178429.html,2019,Sunrisers Hyderabad,Royal Challengers Bangalore,175,178,Royal Challengers Bangalore,Field,RCB,4 wickets,Shimron Hetmyer,M Chinnaswamy Stadium,Bangalore,Banglore,2019
249,https://stats.espncricinfo.com/ci/engine/match/1178430.html,2019,Chennai Super Kings,Kings XI Punjab,170,173,Kings XI Punjab,Field,Kings,6 wickets,KL Rahul,Punjab Cricket Association IS Bindra Stadium,Mohali,Punjab,2019
250,https://stats.espncricinfo.com/ci/engine/match/1178431.html,2019,Kolkata Knight Riders,Mumbai Indians,133,134,Mumbai Indians,Field,Mumbai,9 wickets,Hardik Pandya,Wankhede Stadium,Mumbai,Mumbai,2019
251,https://stats.espncricinfo.com/ci/engine/match/1181764.html,2019,Chennai Super Kings,Mumbai Indians,131,132,Chennai Super Kings,Bat,Mumbai,6 wickets,Suryakumar Yadav,MA Chidambaram Stadium,Chepauk,Mumbai,2019
252,https://stats.espncricinfo.com/ci/engine/match/1181766.html,2019,Sunrisers Hyderabad,Delhi Capitals,162,165,Delhi Capitals,Field,Capitals,2 wickets,Rishabh Pant,Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium,Visakhapatnam,Delhi,2019
253,https://stats.espncricinfo.com/ci/engine/match/1181767.html,2019,Delhi Capitals,Chennai Super Kings,147,151,Chennai Super Kings,Field,Super,6 wickets,Faf du Plessis,Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium,Visakhapatnam,Chennai,2019
254,https://stats.espncricinfo.com/ci/engine/match/1181768.html,2019,Mumbai Indians,Chennai Super Kings,149,148,Mumbai Indians,Bat,Mumbai,1 run,Jasprit Bumrah,Rajiv Gandhi International Stadium,Uppal,Mumbai,2019 Final
255,https://stats.espncricinfo.com/ci/engine/match/1136561.html,2018,Mumbai Indians,Chennai Super Kings,165,169,Chennai Super Kings,Field,Super,1 wicket,Dwayne Bravo,Wankhede Stadium,Mumbai,Chennai,2018
256,https://stats.espncricinfo.com/ci/engine/match/1136562.html,2018,Delhi Daredevils,Kings XI Punjab,166,167,Kings XI Punjab,Field,Kings,6 wickets,KL Rahul,Punjab Cricket Association IS Bindra Stadium,Mohali,Punjab,2018
257,https://stats.espncricinfo.com/ci/engine/match/1136563.html,2018,Royal Challengers Bangalore,Kolkata Knight Riders,176,177,Kolkata Knight Riders,Field,KKR,4 wickets,Sunil Narine,Eden Gardens,Kolkata,Kolkata,2018
258,https://stats.espncricinfo.com/ci/engine/match/1136564.html,2018,Rajasthan Royals,Sunrisers Hyderabad,125,127,Sunrisers Hyderabad,Field,Sunrisers,9 wickets,Shikhar Dhawan,Rajiv Gandhi International Stadium,Uppal,Hyderabad,2018
259,https://stats.espncricinfo.com/ci/engine/match/1136565.html,2018,Kolkata Knight Riders,Chennai Super Kings,202,205,Chennai Super Kings,Field,Super,5 wickets,Sam Billings,MA Chidambaram Stadium,Chepauk,Chennai,2018
260,https://stats.espncricinfo.com/ci/engine/match/1136566.html,2018,Rajasthan Royals,Delhi Daredevils,153,60,Delhi Daredevils,Field,Royals,10 runs,Sanju Samson,Sawai Mansingh Stadium,Jaipur,Rajasthan,2018
261,https://stats.espncricinfo.com/ci/engine/match/1136567.html,2018,Mumbai Indians,Sunrisers Hyderabad,147,151,Sunrisers Hyderabad,Field,Sunrisers,1 wicket,Rashid Khan,Rajiv Gandhi International Stadium,Uppal,Hyderabad,2018
262,https://stats.espncricinfo.com/ci/engine/match/1136568.html,2018,Kings XI Punjab,Royal Challengers Bangalore,155,159,Royal Challengers Bangalore,Field,RCB,4 wickets,Umesh Yadav,M Chinnaswamy Stadium,Bengaluru,Banglore,2018
263,https://stats.espncricinfo.com/ci/engine/match/1136569.html,2018,Mumbai Indians,Delhi Daredevils,194,195,Delhi Daredevils,Field,Daredevils,7 wickets,Jason Roy,Wankhede Stadium,Mumbai,Delhi,2018
264,https://stats.espncricinfo.com/ci/engine/match/1136570.html,2018,Kolkata Knight Riders,Sunrisers Hyderabad,138,139,Sunrisers Hyderabad,Field,Sunrisers,5 wickets,Billy Stanlake,Eden Gardens,Kolkata,Hyderabad,2018
265,https://stats.espncricinfo.com/ci/engine/match/1136571.html,2018,Rajasthan Royals,Royal Challengers Bangalore,217,198,Royal Challengers Bangalore,Field,Royals,19 runs,Sanju Samson,M Chinnaswamy Stadium,Bengaluru,Rajasthan,2018
266,https://stats.espncricinfo.com/ci/engine/match/1136572.html,2018,Kings XI Punjab,Chennai Super Kings,197,193,Chennai Super Kings,Field,Kings,4 runs,Chris Gayle,Punjab Cricket Association IS Bindra Stadium,Mohali,Punjab,2018
267,https://stats.espncricinfo.com/ci/engine/match/1136573.html,2018,Kolkata Knight Riders,Delhi Daredevils,200,129,Delhi Daredevils,Field,KKR,71 runs,Nitish Rana,Eden Gardens,Kolkata,Kolkata,2018
268,https://stats.espncricinfo.com/ci/engine/match/1136574.html,2018,Mumbai Indians,Royal Challengers Bangalore,213,167,Royal Challengers Bangalore,Field,Mumbai,46 runs,Rohit Sharma,Wankhede Stadium,Mumbai,Mumbai,2018
269,https://stats.espncricinfo.com/ci/engine/match/1136575.html,2018,Rajasthan Royals,Kolkata Knight Riders,160,163,Kolkata Knight Riders,Field,KKR,7 wickets,Nitish Rana,Sawai Mansingh Stadium,Jaipur,Kolkata,2018
270,https://stats.espncricinfo.com/ci/engine/match/1136576.html,2018,Kings XI Punjab,Sunrisers Hyderabad,193,178,Kings XI Punjab,Bat,Kings,15 runs,Chris Gayle,Punjab Cricket Association IS Bindra Stadium,Mohali,Punjab,2018
271,https://stats.espncricinfo.com/ci/engine/match/1136577.html,2018,Chennai Super Kings,Rajasthan Royals,204,140,Rajasthan Royals,Field,Super,64 runs,Shane Watson,Maharashtra Cricket Association Stadium,Pune,Chennai,2018
272,https://stats.espncricinfo.com/ci/engine/match/1136578.html,2018,Kolkata Knight Riders,Kings XI Punjab,191,126,Kings XI Punjab,Field,Kings,9 wickets,KL Rahul,Eden Gardens,Kolkata,Punjab,2018
273,https://stats.espncricinfo.com/ci/engine/match/1136579.html,2018,Delhi Daredevils,Royal Challengers Bangalore,174,176,Royal Challengers Bangalore,Field,RCB,6 wickets,AB de Villiers,M Chinnaswamy Stadium,Bengaluru,Banglore,2018
274,https://stats.espncricinfo.com/ci/engine/match/1136580.html,2018,Chennai Super Kings,Sunrisers Hyderabad,182,178,Sunrisers Hyderabad,Field,Super,4 runs,Ambati Rayudu,Rajiv Gandhi International Stadium,Uppal,Chennai,2018
275,https://stats.espncricinfo.com/ci/engine/match/1136581.html,2018,Mumbai Indians,Rajasthan Royals,167,168,Mumbai Indians,Bat,Royals,3 wickets,Jofra Archer,Sawai Mansingh Stadium,Jaipur,Rajasthan,2018
276,https://stats.espncricinfo.com/ci/engine/match/1136582.html,2018,Kings XI Punjab,Delhi Daredevils,143,139,Delhi Daredevils,Field,Kings,4 runs,Ankit Rajpoot,Feroz Shah Kotla,Delhi,Punjab,2018
277,https://stats.espncricinfo.com/ci/engine/match/1136583.html,2018,Sunrisers Hyderabad,Mumbai Indians,118,87,Mumbai Indians,Field,Sunrisers,31 runs,Rashid Khan,Wankhede Stadium,Mumbai,Hyderabad,2018
278,https://stats.espncricinfo.com/ci/engine/match/1136584.html,2018,Royal Challengers Bangalore,Chennai Super Kings,205,207,Chennai Super Kings,Field,Super,5 wickets,MS Dhoni,M Chinnaswamy Stadium,Bengaluru,Chennai,2018
279,https://stats.espncricinfo.com/ci/engine/match/1136585.html,2018,Sunrisers Hyderabad,Kings XI Punjab,132,119,Kings XI Punjab,Field,Sunrisers,13 runs,Ankit Rajpoot,Rajiv Gandhi International Stadium,Uppal,Hyderabad,2018
280,https://stats.espncricinfo.com/ci/engine/match/1136586.html,2018,Delhi Daredevils,Kolkata Knight Riders,219,164,Kolkata Knight Riders,Field,Daredevils,55 runs,Shreyas Iyer,Feroz Shah Kotla,Delhi,Delhi,2018
281,https://stats.espncricinfo.com/ci/engine/match/1136587.html,2018,Chennai Super Kings,Mumbai Indians,169,170,Mumbai Indians,Field,Mumbai,8 wickets,Rohit Sharma,Maharashtra Cricket Association Stadium,Pune,Mumbai,2018
282,https://stats.espncricinfo.com/ci/engine/match/1136588.html,2018,Sunrisers Hyderabad,Rajasthan Royals,151,140,Sunrisers Hyderabad,Bat,Sunrisers,11 runs,Kane Williamson,Sawai Mansingh Stadium,Jaipur,Hyderabad,2018
283,https://stats.espncricinfo.com/ci/engine/match/1136589.html,2018,Royal Challengers Bangalore,Kolkata Knight Riders,175,176,Kolkata Knight Riders,Field,KKR,6 wickets,Chris Lynn,M Chinnaswamy Stadium,Bengaluru,Kolkata,2018
284,https://stats.espncricinfo.com/ci/engine/match/1136590.html,2018,Chennai Super Kings,Delhi Daredevils,211,198,Delhi Daredevils,Field,Super,13 runs,Shane Watson,Maharashtra Cricket Association Stadium,Pune,Chennai,2018
285,https://stats.espncricinfo.com/ci/engine/match/1136591.html,2018,Royal Challengers Bangalore,Mumbai Indians,167,153,Mumbai Indians,Field,RCB,14 runs,Tim Southee,M Chinnaswamy Stadium,Bengaluru,Banglore,2018
286,https://stats.espncricinfo.com/ci/engine/match/1136592.html,2018,Delhi Daredevils,Rajasthan Royals,196,146,Rajasthan Royals,Field,Daredevils,4 runs,Rishabh Pant,Feroz Shah Kotla,Delhi,Delhi,2018
287,https://stats.espncricinfo.com/ci/engine/match/1136593.html,2018,Chennai Super Kings,Kolkata Knight Riders,177,180,Kolkata Knight Riders,Field,KKR,6 wickets,Sunil Narine,Eden Gardens,Kolkata,Kolkata,2018
288,https://stats.espncricinfo.com/ci/engine/match/1136594.html,2018,Kings XI Punjab,Mumbai Indians,174,176,Mumbai Indians,Field,Mumbai,6 wickets,Suryakumar Yadav,Holkar Cricket Stadium,Indore,Mumbai,2018
289,https://stats.espncricinfo.com/ci/engine/match/1136595.html,2018,Royal Challengers Bangalore,Chennai Super Kings,127,128,Chennai Super Kings,Field,Super,6 wickets,Ravindra Jadeja,Maharashtra Cricket Association Stadium,Pune,Chennai,2018
290,https://stats.espncricinfo.com/ci/engine/match/1136596.html,2018,Delhi Daredevils,Sunrisers Hyderabad,163,164,Delhi Daredevils,Bat,Sunrisers,7 wickets,Rashid Khan,Rajiv Gandhi International Stadium,Uppal,Hyderabad,2018
291,https://stats.espncricinfo.com/ci/engine/match/1136597.html,2018,Mumbai Indians,Kolkata Knight Riders,181,168,Kolkata Knight Riders,Field,Mumbai,13 runs,Hardik Pandya,Wankhede Stadium,Mumbai,Mumbai,2018
292,https://stats.espncricinfo.com/ci/engine/match/1136598.html,2018,Rajasthan Royals,Kings XI Punjab,152,155,Kings XI Punjab,Field,Kings,6 wickets,Mujeeb Ur Rahman,Holkar Cricket Stadium,Indore,Punjab,2018
293,https://stats.espncricinfo.com/ci/engine/match/1136599.html,2018,Sunrisers Hyderabad,Royal Challengers Bangalore,146,141,Royal Challengers Bangalore,Field,Sunrisers,5 runs,Kane Williamson,Rajiv Gandhi International Stadium,Uppal,Hyderabad,2018
294,https://stats.espncricinfo.com/ci/engine/match/1136600.html,2018,Rajasthan Royals,Kings XI Punjab,158,143,Rajasthan Royals,Bat,Royals,15 runs,Jos Buttler,Sawai Mansingh Stadium,Jaipur,Rajasthan,2018
295,https://stats.espncricinfo.com/ci/engine/match/1136601.html,2018,Mumbai Indians,Kolkata Knight Riders,210,108,Kolkata Knight Riders,Field,Mumbai,102 runs,Ishan Kishan,Eden Gardens,Kolkata,Mumbai,2018
296,https://stats.espncricinfo.com/ci/engine/match/1136602.html,2018,Delhi Daredevils,Sunrisers Hyderabad,187,191,Delhi Daredevils,Bat,Sunrisers,9 wickets,Shikhar Dhawan,Feroz Shah Kotla,Delhi,Hyderabad,2018
297,https://stats.espncricinfo.com/ci/engine/match/1136603.html,2018,Chennai Super Kings,Rajasthan Royals,176,177,Chennai Super Kings,Bat,Royals,4 wickets,Jos Buttler,Sawai Mansingh Stadium,Jaipur,Rajasthan,2018
298,https://stats.espncricinfo.com/ci/engine/match/1136604.html,2018,Kolkata Knight Riders,Kings XI Punjab,245,214,Kings XI Punjab,Field,KKR,31 runs,Sunil Narine,Holkar Cricket Stadium,Indore,Kolkata,2018
299,https://stats.espncricinfo.com/ci/engine/match/1136605.html,2018,Delhi Daredevils,Royal Challengers Bangalore,181,187,Royal Challengers Bangalore,Field,RCB,5 wickets,AB de Villiers,Feroz Shah Kotla,Delhi,Banglore,2018
300,https://stats.espncricinfo.com/ci/engine/match/1136606.html,2018,Sunrisers Hyderabad,Chennai Super Kings,179,180,Chennai Super Kings,Field,Super,8 wickets,Ambati Rayudu,Maharashtra Cricket Association Stadium,Pune,Chennai,2018
301,https://stats.espncricinfo.com/ci/engine/match/1136607.html,2018,Mumbai Indians,Rajasthan Royals,168,171,Rajasthan Royals,Field,Royals,7 wickets,Jos Buttler,Wankhede Stadium,Mumbai,Rajasthan,2018
302,https://stats.espncricinfo.com/ci/engine/match/1136608.html,2018,Kings XI Punjab,Royal Challengers Bangalore,88,92,Royal Challengers Bangalore,Field,RCB,10 wickets,Umesh Yadav,Holkar Cricket Stadium,Indore,Banglore,2018
303,https://stats.espncricinfo.com/ci/engine/match/1136609.html,2018,Rajasthan Royals,Kolkata Knight Riders,142,145,Kolkata Knight Riders,Field,KKR,6 wickets,Kuldeep Yadav,Eden Gardens,Kolkata,Kolkata,2018
304,https://stats.espncricinfo.com/ci/engine/match/1136610.html,2018,Mumbai Indians,Kings XI Punjab,186,183,Kings XI Punjab,Field,Mumbai,3 runs,Jasprit Bumrah,Wankhede Stadium,Mumbai,Mumbai,2018
305,https://stats.espncricinfo.com/ci/engine/match/1136611.html,2018,Royal Challengers Bangalore,Sunrisers Hyderabad,218,204,Sunrisers Hyderabad,Field,RCB,14 runs,AB de Villiers,M Chinnaswamy Stadium,Bengaluru,Banglore,2018
306,https://stats.espncricinfo.com/ci/engine/match/1136612.html,2018,Delhi Daredevils,Chennai Super Kings,162,128,Chennai Super Kings,Field,Daredevils,34 runs,Harshal Patel,Feroz Shah Kotla,Delhi,Delhi,2018
307,https://stats.espncricinfo.com/ci/engine/match/1136613.html,2018,Rajasthan Royals,Royal Challengers Bangalore,164,134,Rajasthan Royals,Bat,Royals,30 runs,Shreyas Gopal,Sawai Mansingh Stadium,Jaipur,Rajasthan,2018
308,https://stats.espncricinfo.com/ci/engine/match/1136614.html,2018,Sunrisers Hyderabad,Kolkata Knight Riders,172,173,Sunrisers Hyderabad,Bat,KKR,5 wickets,Chris Lynn,Rajiv Gandhi International Stadium,Uppal,Kolkata,2018
309,https://stats.espncricinfo.com/ci/engine/match/1136615.html,2018,Delhi Daredevils,Mumbai Indians,174,163,Delhi Daredevils,Bat,Daredevils,11 runs,Amit Mishra,Feroz Shah Kotla,Delhi,Delhi,2018
310,https://stats.espncricinfo.com/ci/engine/match/1136616.html,2018,Kings XI Punjab,Chennai Super Kings,153,159,Chennai Super Kings,Field,Super,5 wickets,Lungi Ngidi,Maharashtra Cricket Association Stadium,Pune,Chennai,2018
311,https://stats.espncricinfo.com/ci/engine/match/1136617.html,2018,Sunrisers Hyderabad,Chennai Super Kings,139,140,Chennai Super Kings,Field,Super,2 wickets,Faf du Plessis,Wankhede Stadium,Mumbai,Chennai,2018
312,https://stats.espncricinfo.com/ci/engine/match/1136618.html,2018,Kolkata Knight Riders,Rajasthan Royals,169,144,Rajasthan Royals,Field,KKR,25 runs,Andre Russell,Eden Gardens,Kolkata,Kolkata,2018
313,https://stats.espncricinfo.com/ci/engine/match/1136619.html,2018,Sunrisers Hyderabad,Kolkata Knight Riders,174,160,Kolkata Knight Riders,Field,Sunrisers,14 runs,Rashid Khan,Eden Gardens,Kolkata,Hyderabad,2018
314,https://stats.espncricinfo.com/ci/engine/match/1136620.html,2018,Sunrisers Hyderabad,Chennai Super Kings,178,181,Chennai Super Kings,Field,Super,8 wickets,Shane Watson,Wankhede Stadium,Mumbai,Chennai,2018 Final
315,https://stats.espncricinfo.com/ci/engine/match/1082591.html,2017,Sunrisers Hyderabad,Royal Challengers Bangalore,207,172,Royal Challengers Bangalore,Field,Sunrisers,35 runs,Yuvraj Singh,Rajiv Gandhi International Stadium,Uppal,Hyderabad,2017
316,https://stats.espncricinfo.com/ci/engine/match/1082592.html,2017,Mumbai Indians,Rising Pune Supergiant,184,187,Rising Pune Supergiant,Field,Supergiant,7 wickets,Steven Smith,Maharashtra Cricket Association Stadium,Pune,Pune Supergiant,2017
317,https://stats.espncricinfo.com/ci/engine/match/1082593.html,2017,Gujarat Lions,Kolkata Knight Riders,183,184,Kolkata Knight Riders,Field,KKR,10 wickets,Chris Lynn,Saurashtra Cricket Association Stadium,Rajkot,Kolkata,2017
318,https://stats.espncricinfo.com/ci/engine/match/1082594.html,2017,Rising Pune Supergiant,Kings XI Punjab,163,164,Kings XI Punjab,Field,Kings,6 wickets,Glenn Maxwell,Holkar Cricket Stadium,Indore,Punjab,2017
319,https://stats.espncricinfo.com/ci/engine/match/1082595.html,2017,Royal Challengers Bangalore,Delhi Daredevils,157,142,Royal Challengers Bangalore,Bat,RCB,15 runs,Kedar Jadhav,M Chinnaswamy Stadium,Bangalore,Banglore,2017
320,https://stats.espncricinfo.com/ci/engine/match/1082596.html,2017,Gujarat Lions,Sunrisers Hyderabad,135,140,Sunrisers Hyderabad,Field,Sunrisers,9 wickets,Rashid Khan,Rajiv Gandhi International Stadium,Uppal,Hyderabad,2017
321,https://stats.espncricinfo.com/ci/engine/match/1082597.html,2017,Kolkata Knight Riders,Mumbai Indians,178,180,Mumbai Indians,Field,Mumbai,4 wickets,Nitish Rana,Wankhede Stadium,Mumbai,Mumbai,2017
322,https://stats.espncricinfo.com/ci/engine/match/1082598.html,2017,Royal Challengers Bangalore,Kings XI Punjab,148,150,Royal Challengers Bangalore,Bat,Kings,8 wickets,Axar Patel,Holkar Cricket Stadium,Indore,Punjab,2017
323,https://stats.espncricinfo.com/ci/engine/match/1082599.html,2017,Delhi Daredevils,Rising Pune Supergiant,205,108,Rising Pune Supergiant,Field,Daredevils,97 runs,Sanju Samson,Maharashtra Cricket Association Stadium,Pune,Delhi,2017
324,https://stats.espncricinfo.com/ci/engine/match/1082600.html,2017,Sunrisers Hyderabad,Mumbai Indians,158,159,Mumbai Indians,Field,Mumbai,4 wickets,Jasprit Bumrah,Wankhede Stadium,Mumbai,Mumbai,2017
325,https://stats.espncricinfo.com/ci/engine/match/1082601.html,2017,Kings XI Punjab,Kolkata Knight Riders,170,171,Kolkata Knight Riders,Field,KKR,8 wickets,Sunil Narine,Eden Gardens,Kolkata,Kolkata,2017
326,https://stats.espncricinfo.com/ci/engine/match/1082602.html,2017,Royal Challengers Bangalore,Mumbai Indians,142,145,Mumbai Indians,Field,Mumbai,4 wickets,Kieron Pollard,M Chinnaswamy Stadium,Bangalore,Mumbai,2017
327,https://stats.espncricinfo.com/ci/engine/match/1082603.html,2017,Rising Pune Supergiant,Gujarat Lions,171,172,Gujarat Lions,Field,Guj,7 wickets,Andrew Tye,Saurashtra Cricket Association Stadium,Rajkot,Gujarat Lions,2017
328,https://stats.espncricinfo.com/ci/engine/match/1082604.html,2017,Kolkata Knight Riders,Sunrisers Hyderabad,172,155,Sunrisers Hyderabad,Field,KKR,17 runs,Robin Uthappa,Eden Gardens,Kolkata,Kolkata,2017
329,https://stats.espncricinfo.com/ci/engine/match/1082605.html,2017,Delhi Daredevils,Kings XI Punjab,188,137,Delhi Daredevils,Bat,Daredevils,51 runs,Corey Anderson,Feroz Shah Kotla,Delhi,Delhi,2017
330,https://stats.espncricinfo.com/ci/engine/match/1082606.html,2017,Gujarat Lions,Mumbai Indians,176,177,Mumbai Indians,Field,Mumbai,6 wickets,Nitish Rana,Wankhede Stadium,Mumbai,Mumbai,2017
331,https://stats.espncricinfo.com/ci/engine/match/1082607.html,2017,Rising Pune Supergiant,Royal Challengers Bangalore,161,134,Royal Challengers Bangalore,Field,Supergiant,27 runs,Ben Stokes,M Chinnaswamy Stadium,Bangalore,Pune Supergiant,2017
332,https://stats.espncricinfo.com/ci/engine/match/1082608.html,2017,Delhi Daredevils,Kolkata Knight Riders,168,169,Delhi Daredevils,Bat,KKR,4 wickets,Nathan Coulter-Nile,Feroz Shah Kotla,Delhi,Kolkata,2017
333,https://stats.espncricinfo.com/ci/engine/match/1082609.html,2017,Sunrisers Hyderabad,Kings XI Punjab,159,154,Kings XI Punjab,Field,Sunrisers,5 runs,Bhuvneshwar Kumar,Rajiv Gandhi International Stadium,Uppal,Hyderabad,2017
334,https://stats.espncricinfo.com/ci/engine/match/1082610.html,2017,Royal Challengers Bangalore,Gujarat Lions,213,192,Gujarat Lions,Field,RCB,21 runs,Chris Gayle,Saurashtra Cricket Association Stadium,Rajkot,Banglore,2017
335,https://stats.espncricinfo.com/ci/engine/match/1082611.html,2017,Sunrisers Hyderabad,Delhi Daredevils,191,176,Sunrisers Hyderabad,Bat,Sunrisers,15 runs,Kane Williamson,Rajiv Gandhi International Stadium,Uppal,Hyderabad,2017
336,https://stats.espncricinfo.com/ci/engine/match/1082612.html,2017,Kings XI Punjab,Mumbai Indians,198,199,Mumbai Indians,Field,Mumbai,8 wickets,Jos Buttler,Holkar Cricket Stadium,Indore,Mumbai,2017
337,https://stats.espncricinfo.com/ci/engine/match/1082613.html,2017,Kolkata Knight Riders,Gujarat Lions,187,188,Gujarat Lions,Field,Guj,4 wickets,Suresh Raina,Eden Gardens,Kolkata,Gujarat Lions,2017
338,https://stats.espncricinfo.com/ci/engine/match/1082615.html,2017,Sunrisers Hyderabad,Rising Pune Supergiant,176,179,Rising Pune Supergiant,Field,Supergiant,6 wickets,MS Dhoni,Maharashtra Cricket Association Stadium,Pune,Pune Supergiant,2017
