Id,place_city,place_country,place_state
802,Motera,India,Gujarat
803,Mohali,India,Punjab
804,Motera,India,Gujarat
805,Mumbai,India,Maharashtra
806,Delhi,India,Delhi
807,Mumbai,India,Maharashtra
808,Chepauk,India,Tamil Nadu
809,Delhi,India,Delhi
810,Kolkata,India,West Bengal
811,Mohali,India,Punjab
812,Chepauk,India,Tamil Nadu
813,Mumbai,India,Maharashtra
814,Kolkata,India,West Bengal
815,Delhi,India,Delhi
816,Jamtha,India,Maharashtra
817,Chepauk,India,Tamil Nadu
818,Jaipur,India,Rajasthan
819,Kolkata,India,West Bengal
820,Banglore,India,Karnataka
821,Mohali,India,Punjab
822,Jamtha,India,Maharashtra
823,Banglore,India,Karnataka
824,Delhi,India,Delhi
825,Jaipur,India,Rajasthan
826,Jamtha,India,Maharashtra
827,Mumbai,India,Maharashtra
828,Chepauk,India,Tamil Nadu
829,Jaipur,India,Rajasthan
830,Chepauk,India,Tamil Nadu
831,Dharamshala,India,Himachal Pradesh
832,Banglore,India,Karnataka
833,Kolkata,India,West Bengal
834,Dharamshala,India,Himachal Pradesh
835,Delhi,India,Delhi
836,Kolkata,India,West Bengal
837,Mumbai,India,Maharashtra
838,Mumbai,India,Maharashtra
839,Mumbai,India,Maharashtra
840,Mumbai,India,Maharashtra
841,Cape Town,South Africa,Western Cape
842,Cape Town,South Africa,Western Cape
843,Cape Town,South Africa,Western Cape
844,Cape Town,South Africa,Western Cape
845,Port Elizabeth,South Africa,Eastern Cape
846,Durban,South Africa,KwaZulu-Natal
847,Durban,South Africa,KwaZulu-Natal
848,Cape Town,South Africa,Western Cape
849,Durban,South Africa,KwaZulu-Natal
850,Cape Town,South Africa,Western Cape
851,Durban,South Africa,KwaZulu-Natal
852,Durban,South Africa,KwaZulu-Natal
853,Cape Town,South Africa,Western Cape
854,Port Elizabeth,South Africa,Eastern Cape
855,Cape Town,South Africa,Western Cape
856,Durban,South Africa,KwaZulu-Natal
857,Port Elizabeth,South Africa,Eastern Cape
858,Centurion,South Africa,Gauteng
859,Durban,South Africa,KwaZulu-Natal
860,Durban,South Africa,KwaZulu-Natal
861,Centurion,South Africa,Gauteng
862,Centurion,South Africa,Gauteng
863,East London,South Africa,Eastern Cape
864,Durban,South Africa,KwaZulu-Natal
865,Port Elizabeth,South Africa,Eastern Cape
866,Johannesburg,South Africa,Gauteng
867,Port Elizabeth,South Africa,Eastern Cape
868,Johannesburg,South Africa,Gauteng
869,East London,South Africa,Eastern Cape
870,Durban,South Africa,KwaZulu-Natal
871,Durban,South Africa,KwaZulu-Natal
872,Centurion,South Africa,Gauteng
873,Centurion,South Africa,Gauteng
874,Centurion,South Africa,Gauteng
875,East London,South Africa,Eastern Cape
876,Kimberley,South Africa,Northern Cape
877,Kimberley,South Africa,Northern Cape
878,Port Elizabeth,South Africa,Eastern Cape
879,Johannesburg,South Africa,Gauteng
880,Kimberley,South Africa,Northern Cape
881,Centurion,South Africa,Gauteng
882,Centurion,South Africa,Gauteng
883,Durban,South Africa,KwaZulu-Natal
884,Durban,South Africa,KwaZulu-Natal
885,Durban,South Africa,KwaZulu-Natal
886,Bloemfontein,South Africa,Free State
887,Port Elizabeth,South Africa,Eastern Cape
888,Johannesburg,South Africa,Gauteng
889,Johannesburg,South Africa,Gauteng
890,Bloemfontein,South Africa,Free State
891,Centurion,South Africa,Gauteng
892,Johannesburg,South Africa,Gauteng
893,Durban,South Africa,KwaZulu-Natal
894,Durban,South Africa,KwaZulu-Natal
895,Centurion,South Africa,Gauteng
896,Centurion,South Africa,Gauteng
897,Centurion,South Africa,Gauteng
898,Johannesburg,South Africa,Gauteng
899,Johannesburg,South Africa,Gauteng
900,Banglore,India,Karnataka
901,Mohali,India,Punjab
902,Delhi,India,Delhi
903,Kolkata,India,West Bengal
904,Mumbai,India,Maharashtra
905,Jaipur,India,Rajasthan
906,Hyderabad,India,Telengana
907,Chepauk,India,Tamil Nadu
908,Hyderabad,India,Telengana
909,Mohali,India,Punjab
910,Chepauk,India,Tamil Nadu
911,Banglore,India,Karnataka
912,Mohali,India,Punjab
913,Mumbai,India,Maharashtra
914,Banglore,India,Karnataka
915,Kolkata,India,West Bengal
916,Delhi,India,Delhi
917,Jaipur,India,Rajasthan
918,Hyderabad,India,Telengana
919,Chepauk,India,Tamil Nadu
920,Banglore,India,Karnataka
921,Mohali,India,Punjab
922,Mumbai,India,Maharashtra
923,Jaipur,India,Rajasthan
924,Banglore,India,Karnataka
925,Chepauk,India,Tamil Nadu
926,Mumbai,India,Maharashtra
927,Delhi,India,Delhi
928,Kolkata,India,West Bengal
929,Jaipur,India,Rajasthan
930,Chepauk,India,Tamil Nadu
931,Hyderabad,India,Telengana
932,Jaipur,India,Rajasthan
933,Mohali,India,Punjab
934,Kolkata,India,West Bengal
935,Mumbai,India,Maharashtra
936,Delhi,India,Delhi
937,Mumbai,India,Maharashtra
938,Jaipur,India,Rajasthan
939,Delhi,India,Delhi
940,Kolkata,India,West Bengal
941,Hyderabad,India,Telengana
942,Banglore,India,Karnataka
943,Kolkata,India,West Bengal
944,Mumbai,India,Maharashtra
945,Chepauk,India,Tamil Nadu
946,Delhi,India,Delhi
947,Mohali,India,Punjab
948,Chepauk,India,Tamil Nadu
949,Delhi,India,Delhi
950,Hyderabad,India,Telengana
951,Kolkata,India,West Bengal
952,Jaipur,India,Rajasthan
953,Hyderabad,India,Telengana
954,Banglore,India,Karnataka
955,Mohali,India,Punjab
956,Mumbai,India,Maharashtra
957,Mumbai,India,Maharashtra
958,Mumbai,India,Maharashtra
